tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
ITTF-Oceania Cup 2022,2022-12-17,YEE Grace Rosi,WANEGUI Julie,FIJ,NCL,4,3,"11,9,11,11,9,9,11|4,11,8,6,11,11,6",QUAL,OTHER,WS,2670,Qualification,YEE Grace Rosi (FIJ),WANEGUI Julie (NCL),,,4 - 3,11:4 9:11 11:8 11:6 9:11 9:11 11:6,YEE Grace Rosi,2022
2022 - Central American Championships,2022-05-03,VILLALTA Oscar,MOSCOSO Heber,ESA,GUA,3,1,"11,11,10,11|8,8,12,9",,OTHER,MS,2783,Qualification,MOSCOSO Heber (GUA),VILLALTA Oscar (ESA),,,1 - 3,8:11 8:11 12:10 9:11,VILLALTA Oscar,2022
2022 - Central American Championships,2022-05-03,GASTELUM Pablo,CALVO Allan,MEX,CRC,3,1,"11,11,9,11|4,6,11,8",,OTHER,MS,2783,Qualification,CALVO Allan (CRC),GASTELUM Pablo (MEX),,,1 - 3,4:11 6:11 11:9 8:11,GASTELUM Pablo,2022
2022 - Central American Championships,2022-05-03,CHOCK GOMEZ Jahir,FERNANDEZ Kevin,PAN,CRC,3,2,"4,11,7,11,18|11,8,11,5,16",,OTHER,MS,2783,Qualification,CHOCK GOMEZ Jahir (PAN),FERNANDEZ Kevin (CRC),,,3 - 2,4:11 11:8 7:11 11:5 18:16,CHOCK GOMEZ Jahir,2022
2022 - Central American Championships,2022-05-03,GATICA Hector,WONG Emilio,GUA,PAN,3,0,"11,11,11|2,4,4",,OTHER,MS,2783,Qualification,GATICA Hector (GUA),WONG Emilio (PAN),,,3 - 0,11:2 11:4 11:4,GATICA Hector,2022
2022 - Central American Championships,2022-05-03,MORAZAN Alfredo,CUEVAS Ricardo,HON,PAN,3,1,"11,9,11,11|3,11,6,7",,OTHER,MS,2783,Qualification,MORAZAN Alfredo (HON),CUEVAS Ricardo (PAN),,,3 - 1,11:3 9:11 11:6 11:7,MORAZAN Alfredo,2022
2022 - Central American Championships,2022-05-03,MARTINEZ Job,HUKMANI Devesh,ESA,BIZ,3,0,"11,11,11|3,7,6",,OTHER,MS,2783,Qualification,MARTINEZ Job (ESA),HUKMANI Devesh (BIZ),,,3 - 0,11:3 11:7 11:6,MARTINEZ Job,2022
2022 - Central American Championships,2022-05-03,MONTOYA Alejandro,LIMAS Jorge,CRC,HON,3,2,"7,11,9,11,12|11,4,11,4,10",,OTHER,MS,2783,Qualification,MONTOYA Alejandro (CRC),LIMAS Jorge (HON),,,3 - 2,7:11 11:4 9:11 11:4 12:10,MONTOYA Alejandro,2022
2022 - Central American Championships,2022-05-03,ARCE Dario,TEJADA Luis,MEX,HON,3,0,"11,11,11|2,5,5",,OTHER,MS,2783,Qualification,ARCE Dario (MEX),TEJADA Luis (HON),,,3 - 0,11:2 11:5 11:5,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,ORANTES Diego,THADANI Parin Chanderkant,ESA,BIZ,3,0,"11,11,11|4,3,6",,OTHER,MS,2783,Qualification,ORANTES Diego (ESA),THADANI Parin Chanderkant (BIZ),,,3 - 0,11:4 11:3 11:6,ORANTES Diego,2022
2022 - Central American Championships,2022-05-03,GOMEZ Juan Jesus,SANCHEZ Edgardo,MEX,ESA,3,2,"6,11,5,11,12|11,9,11,4,10",,OTHER,MS,2783,Qualification,GOMEZ Juan Jesus (MEX),SANCHEZ Edgardo (ESA),,,3 - 2,6:11 11:9 5:11 11:4 12:10,GOMEZ Juan Jesus,2022
2022 - Central American Championships,2022-05-03,DE LA CRUZ Diego,MEDINA Luis,GUA,HON,3,0,"11,11,11|6,8,4",,OTHER,MS,2783,Qualification,DE LA CRUZ Diego (GUA),MEDINA Luis (HON),,,3 - 0,11:6 11:8 11:4,DE LA CRUZ Diego,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel,PARKINSON Taye,CRC,BIZ,3,0,"11,11,11|7,4,3",,OTHER,MS,2783,Qualification,ARAYA Daniel (CRC),PARKINSON Taye (BIZ),,,3 - 0,11:7 11:4 11:3,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,CARRILLO Sergio,MIRANDA Raul,GUA,PAN,3,0,"11,11,11|5,4,6",,OTHER,MS,2783,Qualification,CARRILLO Sergio (GUA),MIRANDA Raul (PAN),,,3 - 0,11:5 11:4 11:6,CARRILLO Sergio,2022
2022 - Central American Championships,2022-05-03,MOSCOSO Heber/CORDERO Lucia,LIMAS Jorge/DISCUA Raquel,GUA,HON,3,0,"11,11,11|2,6,6",R16,OTHER,XD,2783,Main Draw,MOSCOSO Heber (GUA) / CORDERO Lucia (GUA),LIMAS Jorge (HON) / DISCUA Raquel (HON),CORDERO Lucia (GUA),DISCUA Raquel (HON),0 - 3,2:11 6:11 6:11,MOSCOSO Heber,2022
2022 - Central American Championships,2022-05-03,DE LA CRUZ Diego/ZAPATA Hidalynn,CALVO Allan/ARAYA Angie,GUA,CRC,3,1,"11,5,11,11|6,11,4,7",R16,OTHER,XD,2783,Main Draw,DE LA CRUZ Diego (GUA) / ZAPATA Hidalynn (GUA),CALVO Allan (CRC) / ARAYA Angie (CRC),ZAPATA Hidalynn (GUA),ARAYA Angie (CRC),1 - 3,6:11 11:5 4:11 7:11,DE LA CRUZ Diego,2022
2022 - Central American Championships,2022-05-03,CARRILLO Sergio/CUX Jenny,WONG Emilio/SOLIS Mariam,GUA,PAN,3,0,"11,11,11|3,8,7",R16,OTHER,XD,2783,Main Draw,CARRILLO Sergio (GUA) / CUX Jenny (GUA),WONG Emilio (PAN) / SOLIS Mariam (PAN),CUX Jenny (GUA),SOLIS Mariam (PAN),0 - 3,3:11 8:11 7:11,CARRILLO Sergio,2022
2022 - Central American Championships,2022-05-03,GATICA Hector/ENRIQUEZ Mabelyn,HUKMANI Devesh/PAGUAGA Sarai,GUA,BIZ,3,1,"11,11,8,11|4,6,11,4",R16,OTHER,XD,2783,Main Draw,GATICA Hector (GUA) / ENRIQUEZ Mabelyn (GUA),HUKMANI Devesh (BIZ) / PAGUAGA Sarai (BIZ),ENRIQUEZ Mabelyn (GUA),PAGUAGA Sarai (BIZ),3 - 1,11:4 11:6 8:11 11:4,GATICA Hector,2022
2022 - Central American Championships,2022-05-03,VILLALTA Oscar/ARIAS Emme,MONTOYA Alejandro/ZAVALETA Lucia,ESA,CRC,3,0,"11,11,11|8,6,4",R16,OTHER,XD,2783,Main Draw,VILLALTA Oscar (ESA) / ARIAS Emme (ESA),MONTOYA Alejandro (CRC) / ZAVALETA Lucia (CRC),ARIAS Emme (ESA),ZAVALETA Lucia (CRC),0 - 3,8:11 6:11 4:11,VILLALTA Oscar,2022
2022 - Central American Championships,2022-05-03,PEREZ Sofia/ZAVALETA Lucia,MEJIA Monica/ORELLANA Stefanie,CRC,GUA,3,2,"7,11,9,11,11|11,4,11,9,7",R16,OTHER,WD,2783,Main Draw,PEREZ Sofia (CRC) / ZAVALETA Lucia (CRC),MEJIA Monica (GUA) / ORELLANA Stefanie (GUA),ZAVALETA Lucia (CRC),ORELLANA Stefanie (GUA),2 - 3,11:7 4:11 11:9 9:11 7:11,PEREZ Sofia,2022
2022 - Central American Championships,2022-05-03,GUTIERREZ Allan/MONTUFAR Kevin,MORAZAN Alfredo/TEJADA Luis,GUA,HON,3,0,"11,11,13|8,6,11",R16,OTHER,MD,2783,Main Draw,GUTIERREZ Allan (GUA) / MONTUFAR Kevin (GUA),MORAZAN Alfredo (HON) / TEJADA Luis (HON),MONTUFAR Kevin (GUA),TEJADA Luis (HON),0 - 3,8:11 6:11 11:13,GUTIERREZ Allan,2022
2022 - Central American Championships,2022-05-03,CARRILLO Sergio/DE LA CRUZ Diego,CALVO Allan/FERNANDEZ Kevin,GUA,CRC,3,1,"8,11,11,11|11,9,7,5",R16,OTHER,MD,2783,Main Draw,CARRILLO Sergio (GUA) / DE LA CRUZ Diego (GUA),CALVO Allan (CRC) / FERNANDEZ Kevin (CRC),DE LA CRUZ Diego (GUA),FERNANDEZ Kevin (CRC),3 - 1,8:11 11:9 11:7 11:5,CARRILLO Sergio,2022
2022 - Central American Championships,2022-05-03,ORANTES Diego/VILLALTA Oscar,CUEVAS Ricardo/MIRANDA Raul,ESA,PAN,3,0,"11,11,11|1,5,3",R16,OTHER,MD,2783,Main Draw,ORANTES Diego (ESA) / VILLALTA Oscar (ESA),CUEVAS Ricardo (PAN) / MIRANDA Raul (PAN),VILLALTA Oscar (ESA),MIRANDA Raul (PAN),0 - 3,1:11 5:11 3:11,ORANTES Diego,2022
2022 - Central American Championships,2022-05-03,GASTELUM Pablo/MADRID Marcos,CHOCK GOMEZ Jahir/WONG Emilio,MEX,PAN,3,0,"11,11,11|3,3,1",R16,OTHER,MD,2783,Main Draw,GASTELUM Pablo (MEX) / MADRID Marcos (MEX),CHOCK GOMEZ Jahir (PAN) / WONG Emilio (PAN),MADRID Marcos (MEX),WONG Emilio (PAN),3 - 0,11:3 11:3 11:1,GASTELUM Pablo,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel/MONTOYA Alejandro,RUANO Kevin/ORELLANA Enrique,CRC,GUA,3,0,"11,11,11|7,7,9",R16,OTHER,MD,2783,Main Draw,ARAYA Daniel (CRC) / MONTOYA Alejandro (CRC),RUANO Kevin (GUA) / ORELLANA Enrique (GUA),MONTOYA Alejandro (CRC),ORELLANA Enrique (GUA),0 - 3,7:11 7:11 9:11,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,MARTINEZ Job/SANCHEZ Edgardo,LIMAS Jorge/MEDINA Luis,ESA,HON,3,0,"11,11,11|8,7,8",R16,OTHER,MD,2783,Main Draw,MARTINEZ Job (ESA) / SANCHEZ Edgardo (ESA),LIMAS Jorge (HON) / MEDINA Luis (HON),SANCHEZ Edgardo (ESA),MEDINA Luis (HON),3 - 0,11:8 11:7 11:8,MARTINEZ Job,2022
2022 - Central American Championships,2022-05-03,ARAYA Angie,ZAPATA Hidalynn,CRC,GUA,4,3,"12,11,6,11,6,13,11|10,13,11,9,11,11,7",R16,OTHER,WS,2783,Main Draw,ARAYA Angie (CRC),ZAPATA Hidalynn (GUA),,,4 - 3,12:10 11:13 6:11 11:9 6:11 13:11 11:7,ARAYA Angie,2022
2022 - Central American Championships,2022-05-03,CUX Jenny,ZAVALETA Lucia,GUA,CRC,4,1,"11,6,11,11,12|9,11,6,5,10",R16,OTHER,WS,2783,Main Draw,CUX Jenny (GUA),ZAVALETA Lucia (CRC),,,4 - 1,11:9 6:11 11:6 11:5 12:10,CUX Jenny,2022
2022 - Central American Championships,2022-05-03,ARIAS Emme,PEREZ Sofia,ESA,CRC,4,1,"11,10,14,11,11|5,12,12,8,6",R16,OTHER,WS,2783,Main Draw,ARIAS Emme (ESA),PEREZ Sofia (CRC),,,4 - 1,11:5 10:12 14:12 11:8 11:6,ARIAS Emme,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa,SUAREZ Gabriela,MEX,ESA,4,3,"7,16,8,11,11,9,11|11,14,11,8,7,11,5",R16,OTHER,WS,2783,Main Draw,COSSIO Arantxa (MEX),SUAREZ Gabriela (ESA),,,4 - 3,7:11 16:14 8:11 11:8 11:7 9:11 11:5,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,GOMEZ Juan Jesus,MOSCOSO Heber,MEX,GUA,4,1,"9,11,11,11,11|11,4,7,9,5",R16,OTHER,MS,2783,Main Draw,GOMEZ Juan Jesus (MEX),MOSCOSO Heber (GUA),,,4 - 1,9:11 11:4 11:7 11:9 11:5,GOMEZ Juan Jesus,2022
2022 - Central American Championships,2022-05-03,CARRILLO Sergio,MARTINEZ Job,GUA,ESA,4,1,"11,8,11,13,11|5,11,3,11,7",R16,OTHER,MS,2783,Main Draw,MARTINEZ Job (ESA),CARRILLO Sergio (GUA),,,1 - 4,5:11 11:8 3:11 11:13 7:11,CARRILLO Sergio,2022
2022 - Central American Championships,2022-05-03,GASTELUM Pablo,ORANTES Diego,MEX,ESA,4,2,"11,11,8,11,5,11|9,3,11,9,11,8",R16,OTHER,MS,2783,Main Draw,GASTELUM Pablo (MEX),ORANTES Diego (ESA),,,4 - 2,11:9 11:3 8:11 11:9 5:11 11:8,GASTELUM Pablo,2022
2022 - Central American Championships,2022-05-03,DE LA CRUZ Diego,VILLALTA Oscar,GUA,ESA,4,2,"11,6,11,9,11,11|4,11,7,11,5,6",R16,OTHER,MS,2783,Main Draw,VILLALTA Oscar (ESA),DE LA CRUZ Diego (GUA),,,2 - 4,4:11 11:6 7:11 11:9 5:11 6:11,DE LA CRUZ Diego,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel,CHOCK GOMEZ Jahir,CRC,PAN,4,0,"11,11,11,11|7,7,9,5",R16,OTHER,MS,2783,Main Draw,ARAYA Daniel (CRC),CHOCK GOMEZ Jahir (PAN),,,4 - 0,11:7 11:7 11:9 11:5,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,ARCE Dario,MONTOYA Alejandro,MEX,CRC,4,1,"11,11,11,9,11|6,5,2,11,7",R16,OTHER,MS,2783,Main Draw,MONTOYA Alejandro (CRC),ARCE Dario (MEX),,,1 - 4,6:11 5:11 2:11 11:9 7:11,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,MADRID Marcos/SILVA Yadira,GATICA Hector/ENRIQUEZ Mabelyn,MEX,GUA,3,0,"11,11,11|7,7,7",QuarterFinal,OTHER,XD,2783,Main Draw,MADRID Marcos (MEX) / SILVA Yadira (MEX),GATICA Hector (GUA) / ENRIQUEZ Mabelyn (GUA),SILVA Yadira (MEX),ENRIQUEZ Mabelyn (GUA),0 - 3,7:11 7:11 7:11,MADRID Marcos,2022
2022 - Central American Championships,2022-05-03,ARCE Dario/BARCENAS Clio,DE LA CRUZ Diego/ZAPATA Hidalynn,MEX,GUA,3,0,"11,11,11|6,4,3",QuarterFinal,OTHER,XD,2783,Main Draw,ARCE Dario (MEX) / BARCENAS Clio (MEX),DE LA CRUZ Diego (GUA) / ZAPATA Hidalynn (GUA),BARCENAS Clio (MEX),ZAPATA Hidalynn (GUA),3 - 0,11:6 11:4 11:3,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,ORANTES Diego/SUAREZ Gabriela,CARRILLO Sergio/CUX Jenny,ESA,GUA,3,1,"7,11,11,11|11,4,4,8",QuarterFinal,OTHER,XD,2783,Main Draw,ORANTES Diego (ESA) / SUAREZ Gabriela (ESA),CARRILLO Sergio (GUA) / CUX Jenny (GUA),SUAREZ Gabriela (ESA),CUX Jenny (GUA),3 - 1,7:11 11:4 11:4 11:8,ORANTES Diego,2022
2022 - Central American Championships,2022-05-03,MOSCOSO Heber/CORDERO Lucia,VILLALTA Oscar/ARIAS Emme,GUA,ESA,3,2,"11,10,11,11,14|8,12,7,13,12",QuarterFinal,OTHER,XD,2783,Main Draw,MOSCOSO Heber (GUA) / CORDERO Lucia (GUA),VILLALTA Oscar (ESA) / ARIAS Emme (ESA),CORDERO Lucia (GUA),ARIAS Emme (ESA),2 - 3,8:11 12:10 7:11 13:11 12:14,MOSCOSO Heber,2022
2022 - Central American Championships,2022-05-03,CORDERO Lucia/ZAPATA Hidalynn,SUAREZ Gabriela/ARIAS Emme,GUA,ESA,3,1,"11,11,9,11|7,8,11,8",QuarterFinal,OTHER,WD,2783,Main Draw,CORDERO Lucia (GUA) / ZAPATA Hidalynn (GUA),SUAREZ Gabriela (ESA) / ARIAS Emme (ESA),ZAPATA Hidalynn (GUA),ARIAS Emme (ESA),3 - 1,11:7 11:8 9:11 11:8,CORDERO Lucia,2022
2022 - Central American Championships,2022-05-03,BARCENAS Clio/REYES Ixchel,ENRIQUEZ Mabelyn/CUX Jenny,MEX,GUA,3,0,"11,13,11|7,11,7",QuarterFinal,OTHER,WD,2783,Main Draw,BARCENAS Clio (MEX) / REYES Ixchel (MEX),ENRIQUEZ Mabelyn (GUA) / CUX Jenny (GUA),REYES Ixchel (MEX),CUX Jenny (GUA),0 - 3,7:11 11:13 7:11,BARCENAS Clio,2022
2022 - Central American Championships,2022-05-03,GARCIA Kimberly/RUIZ Katerine,MACHADO Cristina/ORANTES Cecilia,GUA,ESA,3,0,"11,12,11|9,10,2",QuarterFinal,OTHER,WD,2783,Main Draw,GARCIA Kimberly (GUA) / RUIZ Katerine (GUA),MACHADO Cristina (ESA) / ORANTES Cecilia (ESA),RUIZ Katerine (GUA),ORANTES Cecilia (ESA),0 - 3,9:11 10:12 2:11,GARCIA Kimberly,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa/SILVA Yadira,PEREZ Sofia/ZAVALETA Lucia,MEX,CRC,3,0,"11,11,11|5,3,2",QuarterFinal,OTHER,WD,2783,Main Draw,COSSIO Arantxa (MEX) / SILVA Yadira (MEX),PEREZ Sofia (CRC) / ZAVALETA Lucia (CRC),SILVA Yadira (MEX),ZAVALETA Lucia (CRC),0 - 3,5:11 3:11 2:11,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,ARCE Dario/GOMEZ Juan Jesus,GUTIERREZ Allan/MONTUFAR Kevin,MEX,GUA,3,0,"11,11,11|8,4,5",QuarterFinal,OTHER,MD,2783,Main Draw,ARCE Dario (MEX) / GOMEZ Juan Jesus (MEX),GUTIERREZ Allan (GUA) / MONTUFAR Kevin (GUA),GOMEZ Juan Jesus (MEX),MONTUFAR Kevin (GUA),3 - 0,11:8 11:4 11:5,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel/MONTOYA Alejandro,GASTELUM Pablo/MADRID Marcos,CRC,MEX,3,2,"8,11,11,4,11|11,6,9,11,8",QuarterFinal,OTHER,MD,2783,Main Draw,ARAYA Daniel (CRC) / MONTOYA Alejandro (CRC),GASTELUM Pablo (MEX) / MADRID Marcos (MEX),MONTOYA Alejandro (CRC),MADRID Marcos (MEX),2 - 3,11:8 6:11 9:11 11:4 8:11,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,GATICA Hector/MOSCOSO Heber,MARTINEZ Job/SANCHEZ Edgardo,GUA,ESA,3,0,"15,11,11|13,5,8",QuarterFinal,OTHER,MD,2783,Main Draw,GATICA Hector (GUA) / MOSCOSO Heber (GUA),MARTINEZ Job (ESA) / SANCHEZ Edgardo (ESA),MOSCOSO Heber (GUA),SANCHEZ Edgardo (ESA),0 - 3,13:15 5:11 8:11,GATICA Hector,2022
2022 - Central American Championships,2022-05-03,ARCE Dario/BARCENAS Clio,MOSCOSO Heber/CORDERO Lucia,MEX,GUA,3,0,"11,11,11|6,9,9",SemiFinal,OTHER,XD,2783,Main Draw,ARCE Dario (MEX) / BARCENAS Clio (MEX),MOSCOSO Heber (GUA) / CORDERO Lucia (GUA),BARCENAS Clio (MEX),CORDERO Lucia (GUA),3 - 0,11:6 11:9 11:9,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,MADRID Marcos/SILVA Yadira,ORANTES Diego/SUAREZ Gabriela,MEX,ESA,3,0,"12,11,11|10,5,6",SemiFinal,OTHER,XD,2783,Main Draw,MADRID Marcos (MEX) / SILVA Yadira (MEX),ORANTES Diego (ESA) / SUAREZ Gabriela (ESA),SILVA Yadira (MEX),SUAREZ Gabriela (ESA),0 - 3,10:12 5:11 6:11,MADRID Marcos,2022
2022 - Central American Championships,2022-05-03,CORDERO Lucia/ZAPATA Hidalynn,BARCENAS Clio/REYES Ixchel,GUA,MEX,3,0,"11,13,14|8,11,12",SemiFinal,OTHER,WD,2783,Main Draw,CORDERO Lucia (GUA) / ZAPATA Hidalynn (GUA),BARCENAS Clio (MEX) / REYES Ixchel (MEX),ZAPATA Hidalynn (GUA),REYES Ixchel (MEX),3 - 0,11:8 13:11 14:12,CORDERO Lucia,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa/SILVA Yadira,GARCIA Kimberly/RUIZ Katerine,MEX,GUA,3,0,"11,11,11|7,7,7",SemiFinal,OTHER,WD,2783,Main Draw,COSSIO Arantxa (MEX) / SILVA Yadira (MEX),GARCIA Kimberly (GUA) / RUIZ Katerine (GUA),SILVA Yadira (MEX),RUIZ Katerine (GUA),0 - 3,7:11 7:11 7:11,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,GATICA Hector/MOSCOSO Heber,ARAYA Daniel/MONTOYA Alejandro,GUA,CRC,3,2,"6,12,8,11,11|11,10,11,5,8",SemiFinal,OTHER,MD,2783,Main Draw,GATICA Hector (GUA) / MOSCOSO Heber (GUA),ARAYA Daniel (CRC) / MONTOYA Alejandro (CRC),MOSCOSO Heber (GUA),MONTOYA Alejandro (CRC),2 - 3,11:6 10:12 11:8 5:11 8:11,GATICA Hector,2022
2022 - Central American Championships,2022-05-03,ARCE Dario/GOMEZ Juan Jesus,ORANTES Diego/VILLALTA Oscar,MEX,ESA,3,1,"11,4,11,12|6,11,4,10",SemiFinal,OTHER,MD,2783,Main Draw,ARCE Dario (MEX) / GOMEZ Juan Jesus (MEX),ORANTES Diego (ESA) / VILLALTA Oscar (ESA),GOMEZ Juan Jesus (MEX),VILLALTA Oscar (ESA),3 - 1,11:6 4:11 11:4 12:10,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa,ENRIQUEZ Mabelyn,MEX,GUA,4,3,"11,14,4,11,4,6,11|3,12,11,9,11,11,8",QuarterFinal,OTHER,WS,2783,Main Draw,COSSIO Arantxa (MEX),ENRIQUEZ Mabelyn (GUA),,,4 - 3,11:3 14:12 4:11 11:9 4:11 6:11 11:8,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,BARCENAS Clio,ARIAS Emme,MEX,ESA,4,0,"11,11,11,11|5,7,7,6",QuarterFinal,OTHER,WS,2783,Main Draw,BARCENAS Clio (MEX),ARIAS Emme (ESA),,,4 - 0,11:5 11:7 11:7 11:6,BARCENAS Clio,2022
2022 - Central American Championships,2022-05-03,SILVA Yadira,ARAYA Angie,MEX,CRC,4,0,"11,11,11,11|5,1,8,4",QuarterFinal,OTHER,WS,2783,Main Draw,SILVA Yadira (MEX),ARAYA Angie (CRC),,,4 - 0,11:5 11:1 11:8 11:4,SILVA Yadira,2022
2022 - Central American Championships,2022-05-03,CUX Jenny,CORDERO Lucia,GUA,GUA,4,1,"5,11,13,13,11|11,8,11,11,8",QuarterFinal,OTHER,WS,2783,Main Draw,CUX Jenny (GUA),CORDERO Lucia (GUA),,,4 - 1,5:11 11:8 13:11 13:11 11:8,CUX Jenny,2022
2022 - Central American Championships,2022-05-03,ARAYA Daniel,GATICA Hector,CRC,GUA,4,3,"8,3,11,11,11,3,11|11,11,8,9,6,11,7",QuarterFinal,OTHER,MS,2783,Main Draw,ARAYA Daniel (CRC),GATICA Hector (GUA),,,4 - 3,8:11 3:11 11:8 11:9 11:6 3:11 11:7,ARAYA Daniel,2022
2022 - Central American Championships,2022-05-03,MADRID Marcos,CARRILLO Sergio,MEX,GUA,4,0,"11,11,11,11|7,4,5,3",QuarterFinal,OTHER,MS,2783,Main Draw,MADRID Marcos (MEX),CARRILLO Sergio (GUA),,,4 - 0,11:7 11:4 11:5 11:3,MADRID Marcos,2022
2022 - Central American Championships,2022-05-03,GASTELUM Pablo,GOMEZ Juan Jesus,MEX,MEX,4,3,"11,8,4,8,11,11,11|4,11,11,11,8,8,7",QuarterFinal,OTHER,MS,2783,Main Draw,GOMEZ Juan Jesus (MEX),GASTELUM Pablo (MEX),,,3 - 4,4:11 11:8 11:4 11:8 8:11 8:11 7:11,GASTELUM Pablo,2022
2022 - Central American Championships,2022-05-03,MADRID Marcos/SILVA Yadira,ARCE Dario/BARCENAS Clio,MEX,MEX,3,2,"16,7,6,11,11|14,11,11,8,9",Final,OTHER,XD,2783,Main Draw,MADRID Marcos (MEX) / SILVA Yadira (MEX),ARCE Dario (MEX) / BARCENAS Clio (MEX),SILVA Yadira (MEX),BARCENAS Clio (MEX),2 - 3,14:16 11:7 11:6 8:11 9:11,MADRID Marcos,2022
2022 - Central American Championships,2022-05-03,SILVA Yadira,CUX Jenny,MEX,GUA,4,0,"11,11,11,11|9,7,4,8",SemiFinal,OTHER,WS,2783,Main Draw,SILVA Yadira (MEX),CUX Jenny (GUA),,,4 - 0,11:9 11:7 11:4 11:8,SILVA Yadira,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa,BARCENAS Clio,MEX,MEX,4,3,"12,10,11,12,9,11,11|14,12,8,10,11,2,7",SemiFinal,OTHER,WS,2783,Main Draw,BARCENAS Clio (MEX),COSSIO Arantxa (MEX),,,3 - 4,14:12 12:10 8:11 10:12 11:9 2:11 7:11,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,MADRID Marcos,GASTELUM Pablo,MEX,MEX,4,0,"11,11,11,11|8,6,7,9",SemiFinal,OTHER,MS,2783,Main Draw,MADRID Marcos (MEX),GASTELUM Pablo (MEX),,,4 - 0,11:8 11:6 11:7 11:9,MADRID Marcos,2022
2022 - Central American Championships,2022-05-03,ARCE Dario,ARAYA Daniel,MEX,CRC,4,0,"11,11,11,11|9,2,7,4",SemiFinal,OTHER,MS,2783,Main Draw,ARCE Dario (MEX),ARAYA Daniel (CRC),,,4 - 0,11:9 11:2 11:7 11:4,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,COSSIO Arantxa/SILVA Yadira,CORDERO Lucia/ZAPATA Hidalynn,MEX,GUA,3,2,"15,8,12,9,11|13,11,10,11,7",Final,OTHER,WD,2783,Main Draw,COSSIO Arantxa (MEX) / SILVA Yadira (MEX),CORDERO Lucia (GUA) / ZAPATA Hidalynn (GUA),SILVA Yadira (MEX),ZAPATA Hidalynn (GUA),2 - 3,13:15 11:8 10:12 11:9 7:11,COSSIO Arantxa,2022
2022 - Central American Championships,2022-05-03,ARCE Dario/GOMEZ Juan Jesus,GATICA Hector/MOSCOSO Heber,MEX,GUA,3,0,"11,11,11|2,6,3",Final,OTHER,MD,2783,Main Draw,ARCE Dario (MEX) / GOMEZ Juan Jesus (MEX),GATICA Hector (GUA) / MOSCOSO Heber (GUA),GOMEZ Juan Jesus (MEX),MOSCOSO Heber (GUA),3 - 0,11:2 11:6 11:3,ARCE Dario,2022
2022 - Central American Championships,2022-05-03,SILVA Yadira,COSSIO Arantxa,MEX,MEX,4,3,"11,12,11,6,11,9,11|8,14,8,11,6,11,2",Final,OTHER,WS,2783,Main Draw,SILVA Yadira (MEX),COSSIO Arantxa (MEX),,,4 - 3,11:8 12:14 11:8 6:11 11:6 9:11 11:2,SILVA Yadira,2022
2022 - Central American Championships,2022-05-03,MOSCOSO Heber,CALVO Allan,GUA,CRC,3,0,"11,11,11|8,7,3",GROUP,OTHER,MT,2783,Main Draw,MOSCOSO Heber (GUA),CALVO Allan (CRC),,,3 - 0,11:8 11:7 11:3,MOSCOSO Heber,2022
2022 - Central American Championships,2022-05-03,CARRILLO Sergio,MONTOYA Alejandro,GUA,CRC,3,2,"11,7,9,11,13|5,11,11,5,11",GROUP,OTHER,MT,2783,Main Draw,CARRILLO Sergio (GUA),MONTOYA Alejandro (CRC),,,3 - 2,11:5 7:11 9:11 11:5 13:11,CARRILLO Sergio,2022
2022 - Central American Championships,2022-05-03,MADRID Marcos,CUEVAS Ricardo,MEX,PAN,3,0,"11,11,11|4,6,3",GROUP,OTHER,MT,2783,Main Draw,MADRID Marcos (MEX),CUEVAS Ricardo (PAN),,,3 - 0,11:4 11:6 11:3,MADRID Marcos,2022
2022 - Central American Championships,2022-05-03,GOMEZ Juan Jesus,MIRANDA Raul,MEX,PAN,3,0,"11,11,11|8,4,6",GROUP,OTHER,MT,2783,Main Draw,GOMEZ Juan Jesus (MEX),MIRANDA Raul (PAN),,,3 - 0,11:8 11:4 11:6,GOMEZ Juan Jesus,2022
