tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
YOG North America Continental Qualification Las Vegas 2017,2017-12-17,JHA Kanak,XIE Tianming,USA,USA,4,0,"11,11,11,11|5,2,6,4",R16,OTHER,JBS,510,Main Draw,JHA Kanak (USA),XIE Tianming (USA),,,4 - 0,11:5 11:2 11:6 11:4,JHA Kanak,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LEVENKO Andreas,DE LAS HERAS Rafael,AUT,ESP,3,2,"9,9,11,11,11|11,11,3,5,4",R32,OLYMPICS,U21MS,860,Main Draw,LEVENKO Andreas (AUT),DE LAS HERAS Rafael (ESP),,,3 - 2,9:11 9:11 11:3 11:5 11:4,LEVENKO Andreas,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,MATSUYAMA Yuki,PERMAN Oscar,JPN,SWE,3,0,"11,11,11|7,7,6",R32,OLYMPICS,U21MS,860,Main Draw,PERMAN Oscar (SWE),MATSUYAMA Yuki (JPN),,,0 - 3,7:11 7:11 6:11,MATSUYAMA Yuki,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,POLANSKY Tomas,PICCOLIN Jordy,CZE,ITA,3,0,"11,11,11|4,6,5",R32,OLYMPICS,U21MS,860,Main Draw,POLANSKY Tomas (CZE),PICCOLIN Jordy (ITA),,,3 - 0,11:4 11:6 11:5,POLANSKY Tomas,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,SHAH Manush,GUNDUZ Ibrahim,IND,TUR,3,0,"11,11,11|4,4,7",R32,OLYMPICS,U21MS,860,Main Draw,SHAH Manush (IND),GUNDUZ Ibrahim (TUR),,,3 - 0,11:4 11:4 11:7,SHAH Manush,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,RANEFUR Elias,MASIP Joan,SWE,ESP,3,0,"11,11,11|5,6,7",R32,OLYMPICS,U21MS,860,Main Draw,RANEFUR Elias (SWE),MASIP Joan (ESP),,,3 - 0,11:5 11:6 11:7,RANEFUR Elias,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JORGIC Darko,ERIKSSON Anders,SLO,SWE,3,2,"11,5,5,11,11|9,11,11,8,9",R32,OLYMPICS,U21MS,860,Main Draw,ERIKSSON Anders (SWE),JORGIC Darko (SLO),,,2 - 3,9:11 11:5 11:5 8:11 9:11,JORGIC Darko,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,NG Pak Nam,BHANJA Ronit,HKG,IND,3,1,"7,11,13,11|11,7,11,3",R32,OLYMPICS,U21MS,860,Main Draw,NG Pak Nam (HKG),BHANJA Ronit (IND),,,3 - 1,7:11 11:7 13:11 11:3,NG Pak Nam,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ALLEGRO Martin,GHOSH Arjun,BEL,IND,3,2,"3,14,11,11,11|11,12,13,5,7",R32,OLYMPICS,U21MS,860,Main Draw,GHOSH Arjun (IND),ALLEGRO Martin (BEL),,,2 - 3,11:3 12:14 13:11 5:11 7:11,ALLEGRO Martin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHEN Diogo,MANOLE Alexandru,POR,ROU,3,2,"11,9,11,6,11|9,11,2,11,5",R32,OLYMPICS,U21MS,860,Main Draw,CHEN Diogo (POR),MANOLE Alexandru (ROU),,,3 - 2,11:9 9:11 11:2 6:11 11:5,CHEN Diogo,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,KOZUL Deni,CABALLERO Carlos,SLO,ESP,3,0,"13,11,11|11,7,5",R32,OLYMPICS,U21MS,860,Main Draw,CABALLERO Carlos (ESP),KOZUL Deni (SLO),,,0 - 3,11:13 7:11 5:11,KOZUL Deni,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,PARK Ganghyeon,THAKKAR Manav,KOR,IND,3,0,"11,11,11|6,3,7",R32,OLYMPICS,U21MS,860,Main Draw,PARK Ganghyeon (KOR),THAKKAR Manav (IND),,,3 - 0,11:6 11:3 11:7,PARK Ganghyeon,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,SURAVAJJULA Snehit,RASMUSSEN Tobias,IND,DEN,3,2,"11,11,4,11,11|5,7,11,13,8",R32,OLYMPICS,U21MS,860,Main Draw,SURAVAJJULA Snehit (IND),RASMUSSEN Tobias (DEN),,,3 - 2,11:5 11:7 4:11 11:13 11:8,SURAVAJJULA Snehit,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CIFUENTES Horacio,HOHMEIER Nils,ARG,GER,3,0,"11,11,11|7,3,9",R32,OLYMPICS,U21MS,860,Main Draw,CIFUENTES Horacio (ARG),HOHMEIER Nils (GER),,,3 - 0,11:7 11:3 11:9,CIFUENTES Horacio,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LAM Siu Hang,GRININGER Thomas,HKG,AUT,3,1,"10,11,11,11|12,7,6,4",R32,OLYMPICS,U21MS,860,Main Draw,GRININGER Thomas (AUT),LAM Siu Hang (HKG),,,1 - 3,12:10 7:11 6:11 4:11,LAM Siu Hang,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHO Seungmin,KLEIN Dennis,KOR,GER,3,1,"11,11,8,11|7,7,11,8",R16,OLYMPICS,U21MS,860,Main Draw,CHO Seungmin (KOR),KLEIN Dennis (GER),,,3 - 1,11:7 11:7 8:11 11:8,CHO Seungmin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LEVENKO Andreas,MATSUYAMA Yuki,AUT,JPN,3,1,"11,10,12,11|6,12,10,7",R16,OLYMPICS,U21MS,860,Main Draw,LEVENKO Andreas (AUT),MATSUYAMA Yuki (JPN),,,3 - 1,11:6 10:12 12:10 11:7,LEVENKO Andreas,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,POLANSKY Tomas,SHAH Manush,CZE,IND,3,1,"1,11,11,11|11,9,6,8",R16,OLYMPICS,U21MS,860,Main Draw,POLANSKY Tomas (CZE),SHAH Manush (IND),,,3 - 1,1:11 11:9 11:6 11:8,POLANSKY Tomas,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JORGIC Darko,RANEFUR Elias,SLO,SWE,3,0,"11,12,13|6,10,11",R16,OLYMPICS,U21MS,860,Main Draw,RANEFUR Elias (SWE),JORGIC Darko (SLO),,,0 - 3,6:11 10:12 11:13,JORGIC Darko,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ALLEGRO Martin,NG Pak Nam,BEL,HKG,3,2,"8,11,11,8,11|11,8,8,11,9",R16,OLYMPICS,U21MS,860,Main Draw,NG Pak Nam (HKG),ALLEGRO Martin (BEL),,,2 - 3,11:8 8:11 8:11 11:8 9:11,ALLEGRO Martin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,KOZUL Deni,CHEN Diogo,SLO,POR,3,1,"7,11,11,11|11,7,6,6",R16,OLYMPICS,U21MS,860,Main Draw,CHEN Diogo (POR),KOZUL Deni (SLO),,,1 - 3,11:7 7:11 6:11 6:11,KOZUL Deni,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,PARK Ganghyeon,SURAVAJJULA Snehit,KOR,IND,3,0,"11,11,11|3,6,7",R16,OLYMPICS,U21MS,860,Main Draw,PARK Ganghyeon (KOR),SURAVAJJULA Snehit (IND),,,3 - 0,11:3 11:6 11:7,PARK Ganghyeon,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LAM Siu Hang,CIFUENTES Horacio,HKG,ARG,3,0,"11,11,11|5,8,7",R16,OLYMPICS,U21MS,860,Main Draw,CIFUENTES Horacio (ARG),LAM Siu Hang (HKG),,,0 - 3,5:11 8:11 7:11,LAM Siu Hang,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHO Seungmin,LEVENKO Andreas,KOR,AUT,3,0,"11,12,11|4,10,6",QuarterFinal,OLYMPICS,U21MS,860,Main Draw,CHO Seungmin (KOR),LEVENKO Andreas (AUT),,,3 - 0,11:4 12:10 11:6,CHO Seungmin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,POLANSKY Tomas,JORGIC Darko,CZE,SLO,3,1,"11,7,12,16|4,11,10,14",QuarterFinal,OLYMPICS,U21MS,860,Main Draw,POLANSKY Tomas (CZE),JORGIC Darko (SLO),,,3 - 1,11:4 7:11 12:10 16:14,POLANSKY Tomas,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,KOZUL Deni,ALLEGRO Martin,SLO,BEL,3,1,"11,7,11,11|6,11,9,4",QuarterFinal,OLYMPICS,U21MS,860,Main Draw,ALLEGRO Martin (BEL),KOZUL Deni (SLO),,,1 - 3,6:11 11:7 9:11 4:11,KOZUL Deni,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LAM Siu Hang,PARK Ganghyeon,HKG,KOR,3,0,"11,11,11|5,6,6",QuarterFinal,OLYMPICS,U21MS,860,Main Draw,PARK Ganghyeon (KOR),LAM Siu Hang (HKG),,,0 - 3,5:11 6:11 6:11,LAM Siu Hang,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,POLANSKY Tomas,CHO Seungmin,CZE,KOR,3,1,"12,7,11,11|10,11,9,9",SemiFinal,OLYMPICS,U21MS,860,Main Draw,CHO Seungmin (KOR),POLANSKY Tomas (CZE),,,1 - 3,10:12 11:7 9:11 9:11,POLANSKY Tomas,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LAM Siu Hang,KOZUL Deni,HKG,SLO,3,2,"5,11,11,7,13|11,9,9,11,11",SemiFinal,OLYMPICS,U21MS,860,Main Draw,KOZUL Deni (SLO),LAM Siu Hang (HKG),,,2 - 3,11:5 9:11 9:11 11:7 11:13,LAM Siu Hang,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,LAM Siu Hang,POLANSKY Tomas,HKG,CZE,3,1,"11,14,11,11|13,12,9,8",Final,OLYMPICS,U21MS,860,Main Draw,POLANSKY Tomas (CZE),LAM Siu Hang (HKG),,,1 - 3,13:11 12:14 9:11 8:11,LAM Siu Hang,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,KATO Kyoka,KANG Dayeon,JPN,KOR,3,0,"11,11,11|8,7,9",R16,OLYMPICS,U21WS,860,Main Draw,KATO Kyoka (JPN),KANG Dayeon (KOR),,,3 - 0,11:8 11:7 11:9,KATO Kyoka,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ODO Satsuki,PFEFER Laura,JPN,FRA,3,1,"11,9,11,11|9,11,3,7",R16,OLYMPICS,U21WS,860,Main Draw,PFEFER Laura (FRA),ODO Satsuki (JPN),,,1 - 3,9:11 11:9 3:11 7:11,ODO Satsuki,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,TAKEUCHI Kana,BOGDANOVA Nadezhda,JPN,BLR,3,1,"11,11,11,17|8,13,4,15",R16,OLYMPICS,U21WS,860,Main Draw,TAKEUCHI Kana (JPN),BOGDANOVA Nadezhda (BLR),,,3 - 1,11:8 11:13 11:4 17:15,TAKEUCHI Kana,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,WAN Yuan,MISCHEK-COLUCCI Karoline,GER,AUT,3,0,"11,11,11|4,7,4",R16,OLYMPICS,U21WS,860,Main Draw,MISCHEK-COLUCCI Karoline (AUT),WAN Yuan (GER),,,0 - 3,4:11 7:11 4:11,WAN Yuan,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,PICCOLIN Giorgia,ZARIF Audrey,ITA,FRA,3,1,"11,11,3,11|6,7,11,9",R16,OLYMPICS,U21WS,860,Main Draw,ZARIF Audrey (FRA),PICCOLIN Giorgia (ITA),,,1 - 3,6:11 7:11 11:3 9:11,PICCOLIN Giorgia,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,NIKITCHANKA Alina,GUISNEL Oceane,BLR,FRA,3,2,"11,11,11,14,11|13,6,5,16,9",R16,OLYMPICS,U21WS,860,Main Draw,NIKITCHANKA Alina (BLR),GUISNEL Oceane (FRA),,,3 - 2,11:13 11:6 11:5 14:16 11:9,NIKITCHANKA Alina,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,SHCHERBATYKH Valeriia,MOSCONI Veronica,RUS,ITA,3,1,"11,5,11,11|7,11,9,6",R16,OLYMPICS,U21WS,860,Main Draw,SHCHERBATYKH Valeriia (RUS),MOSCONI Veronica (ITA),,,3 - 1,11:7 5:11 11:9 11:6,SHCHERBATYKH Valeriia,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JI Eunchae,ZHANG Sofia-Xuan,KOR,ESP,3,1,"11,6,15,15|4,11,13,13",R16,OLYMPICS,U21WS,860,Main Draw,ZHANG Sofia-Xuan (ESP),JI Eunchae (KOR),,,1 - 3,4:11 11:6 13:15 13:15,JI Eunchae,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ODO Satsuki,KATO Kyoka,JPN,JPN,3,1,"7,11,11,11|11,9,8,6",QuarterFinal,OLYMPICS,U21WS,860,Main Draw,KATO Kyoka (JPN),ODO Satsuki (JPN),,,1 - 3,11:7 9:11 8:11 6:11,ODO Satsuki,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,WAN Yuan,TAKEUCHI Kana,GER,JPN,3,2,"11,18,7,3,11|8,16,11,11,5",QuarterFinal,OLYMPICS,U21WS,860,Main Draw,TAKEUCHI Kana (JPN),WAN Yuan (GER),,,2 - 3,8:11 16:18 11:7 11:3 5:11,WAN Yuan,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,PICCOLIN Giorgia,NIKITCHANKA Alina,ITA,BLR,3,2,"11,9,11,11,12|9,11,5,13,10",QuarterFinal,OLYMPICS,U21WS,860,Main Draw,PICCOLIN Giorgia (ITA),NIKITCHANKA Alina (BLR),,,3 - 2,11:9 9:11 11:5 11:13 12:10,PICCOLIN Giorgia,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,SHCHERBATYKH Valeriia,JI Eunchae,RUS,KOR,3,2,"7,11,6,11,15|11,4,11,4,13",QuarterFinal,OLYMPICS,U21WS,860,Main Draw,SHCHERBATYKH Valeriia (RUS),JI Eunchae (KOR),,,3 - 2,7:11 11:4 6:11 11:4 15:13,SHCHERBATYKH Valeriia,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ODO Satsuki,WAN Yuan,JPN,GER,3,1,"11,11,8,11|6,5,11,8",SemiFinal,OLYMPICS,U21WS,860,Main Draw,ODO Satsuki (JPN),WAN Yuan (GER),,,3 - 1,11:6 11:5 8:11 11:8,ODO Satsuki,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,SHCHERBATYKH Valeriia,PICCOLIN Giorgia,RUS,ITA,3,0,"11,11,11|6,6,9",SemiFinal,OLYMPICS,U21WS,860,Main Draw,PICCOLIN Giorgia (ITA),SHCHERBATYKH Valeriia (RUS),,,0 - 3,6:11 6:11 9:11,SHCHERBATYKH Valeriia,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ODO Satsuki,SHCHERBATYKH Valeriia,JPN,RUS,3,0,"11,11,11|5,3,9",Final,OLYMPICS,U21WS,860,Main Draw,ODO Satsuki (JPN),SHCHERBATYKH Valeriia (RUS),,,3 - 0,11:5 11:3 11:9,ODO Satsuki,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JIANG Tianyi/LAM Siu Hang,MATSUYAMA Yuki/YOSHIMURA Kazuhiro,HKG,JPN,3,0,"11,11,11|9,9,3",R16,OLYMPICS,MD,860,Main Draw,JIANG Tianyi (HKG) / LAM Siu Hang (HKG),MATSUYAMA Yuki (JPN) / YOSHIMURA Kazuhiro (JPN),LAM Siu Hang (HKG),YOSHIMURA Kazuhiro (JPN),3 - 0,11:9 11:9 11:3,JIANG Tianyi,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,ALLEGRO Martin/LAMBIET Florent,JORGIC Darko/KOZUL Deni,BEL,SLO,3,1,"11,12,11,11|9,10,13,6",R16,OLYMPICS,MD,860,Main Draw,ALLEGRO Martin (BEL) / LAMBIET Florent (BEL),JORGIC Darko (SLO) / KOZUL Deni (SLO),LAMBIET Florent (BEL),KOZUL Deni (SLO),1 - 3,9:11 10:12 13:11 6:11,ALLEGRO Martin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,BAIBULDIN Andrei/MURZIN Vitalii,GUNDUZ Ibrahim/YIGENLER Abdullah,RUS,TUR,3,2,"11,8,11,11,11|8,11,13,4,9",R16,OLYMPICS,MD,860,Main Draw,BAIBULDIN Andrei (RUS) / MURZIN Vitalii (RUS),GUNDUZ Ibrahim (TUR) / YIGENLER Abdullah (TUR),MURZIN Vitalii (RUS),YIGENLER Abdullah (TUR),2 - 3,8:11 11:8 13:11 4:11 9:11,BAIBULDIN Andrei,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,GHOSH Arjun/SHETTY Sanil,CIFUENTES Horacio/GALVANO Nicolas,IND,ARG,3,0,"11,14,11|8,12,3",R16,OLYMPICS,MD,860,Main Draw,GHOSH Arjun (IND) / SHETTY Sanil (IND),CIFUENTES Horacio (ARG) / GALVANO Nicolas (ARG),SHETTY Sanil (IND),GALVANO Nicolas (ARG),0 - 3,8:11 12:14 3:11,GHOSH Arjun,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,FRANCO Carlos/VILCHEZ Miguel,ALAMIAN Nima/ALAMIYAN Noshad,ESP,IRI,3,1,"11,8,11,12|9,11,7,10",R16,OLYMPICS,MD,860,Main Draw,FRANCO Carlos (ESP) / VILCHEZ Miguel (ESP),ALAMIAN Nima (IRI) / ALAMIYAN Noshad (IRI),VILCHEZ Miguel (ESP),ALAMIYAN Noshad (IRI),1 - 3,9:11 11:8 7:11 10:12,FRANCO Carlos,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,MACHADO Carlos/ROBLES Alvaro,FLORITZ Philipp/HOHMEIER Nils,ESP,BUL,3,0,"11,11,13|6,4,1",R16,OLYMPICS,MD,860,Main Draw,MACHADO Carlos (ESP) / ROBLES Alvaro (ESP),FLORITZ Philipp (BUL) / HOHMEIER Nils (GER),ROBLES Alvaro (ESP),HOHMEIER Nils (GER),3 - 0,11:6 11:4 13:1,MACHADO Carlos,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHEN Alexander/PFEFFER Simon,ANTHONY Amalraj/GNANASEKARAN Sathiyan,AUT,IND,3,2,"11,5,12,7,11|5,11,10,11,7",R16,OLYMPICS,MD,860,Main Draw,CHEN Alexander (AUT) / PFEFFER Simon (AUT),ANTHONY Amalraj (IND) / GNANASEKARAN Sathiyan (IND),PFEFFER Simon (AUT),GNANASEKARAN Sathiyan (IND),3 - 2,11:5 5:11 12:10 7:11 11:7,CHEN Alexander,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JIANG Tianyi/LAM Siu Hang,ALLEGRO Martin/LAMBIET Florent,HKG,BEL,3,0,"11,11,11|9,4,8",QuarterFinal,OLYMPICS,MD,860,Main Draw,JIANG Tianyi (HKG) / LAM Siu Hang (HKG),ALLEGRO Martin (BEL) / LAMBIET Florent (BEL),LAM Siu Hang (HKG),LAMBIET Florent (BEL),3 - 0,11:9 11:4 11:8,JIANG Tianyi,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,BAIBULDIN Andrei/MURZIN Vitalii,GHOSH Arjun/SHETTY Sanil,RUS,IND,3,1,"5,14,11,11|11,12,7,5",QuarterFinal,OLYMPICS,MD,860,Main Draw,BAIBULDIN Andrei (RUS) / MURZIN Vitalii (RUS),GHOSH Arjun (IND) / SHETTY Sanil (IND),MURZIN Vitalii (RUS),SHETTY Sanil (IND),3 - 1,5:11 14:12 11:7 11:5,BAIBULDIN Andrei,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHO Seungmin/PARK Ganghyeon,FRANCO Carlos/VILCHEZ Miguel,KOR,ESP,3,0,"11,11,11|4,8,7",QuarterFinal,OLYMPICS,MD,860,Main Draw,CHO Seungmin (KOR) / PARK Ganghyeon (KOR),FRANCO Carlos (ESP) / VILCHEZ Miguel (ESP),PARK Ganghyeon (KOR),VILCHEZ Miguel (ESP),0 - 3,4:11 8:11 7:11,CHO Seungmin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,MACHADO Carlos/ROBLES Alvaro,CHEN Alexander/PFEFFER Simon,ESP,AUT,3,0,"11,11,11|4,3,6",QuarterFinal,OLYMPICS,MD,860,Main Draw,MACHADO Carlos (ESP) / ROBLES Alvaro (ESP),CHEN Alexander (AUT) / PFEFFER Simon (AUT),ROBLES Alvaro (ESP),PFEFFER Simon (AUT),3 - 0,11:4 11:3 11:6,MACHADO Carlos,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,BAIBULDIN Andrei/MURZIN Vitalii,JIANG Tianyi/LAM Siu Hang,RUS,HKG,3,2,"11,5,7,11,11|8,11,11,7,8",SemiFinal,OLYMPICS,MD,860,Main Draw,BAIBULDIN Andrei (RUS) / MURZIN Vitalii (RUS),JIANG Tianyi (HKG) / LAM Siu Hang (HKG),MURZIN Vitalii (RUS),LAM Siu Hang (HKG),2 - 3,8:11 11:5 11:7 7:11 8:11,BAIBULDIN Andrei,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHO Seungmin/PARK Ganghyeon,MACHADO Carlos/ROBLES Alvaro,KOR,ESP,3,0,,SemiFinal,OLYMPICS,MD,860,Main Draw,CHO Seungmin (KOR) / PARK Ganghyeon (KOR),MACHADO Carlos (ESP) / ROBLES Alvaro (ESP),PARK Ganghyeon (KOR),ROBLES Alvaro (ESP),3 - 0,,CHO Seungmin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,CHO Seungmin/PARK Ganghyeon,BAIBULDIN Andrei/MURZIN Vitalii,KOR,RUS,3,0,"11,11,11|5,6,6",Final,OLYMPICS,MD,860,Main Draw,CHO Seungmin (KOR) / PARK Ganghyeon (KOR),BAIBULDIN Andrei (RUS) / MURZIN Vitalii (RUS),PARK Ganghyeon (KOR),MURZIN Vitalii (RUS),0 - 3,5:11 6:11 6:11,CHO Seungmin,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JEON Jihee/YANG Ha Eun,ODO Satsuki/SOMA Yumeno,KOR,JPN,3,0,"11,11,11|5,7,9",R16,OLYMPICS,WD,860,Main Draw,JEON Jihee (KOR) / YANG Ha Eun (KOR),ODO Satsuki (JPN) / SOMA Yumeno (JPN),YANG Ha Eun (KOR),SOMA Yumeno (JPN),3 - 0,11:5 11:7 11:9,JEON Jihee,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,RAMIREZ Sara/XIAO Maria,LOEUILLETTE Stephanie/GUISNEL Oceane,ESP,FRA,3,0,"11,11,11|9,9,7",R16,OLYMPICS,WD,860,Main Draw,RAMIREZ Sara (ESP) / XIAO Maria (ESP),LOEUILLETTE Stephanie (FRA) / GUISNEL Oceane (FRA),XIAO Maria (ESP),GUISNEL Oceane (FRA),0 - 3,9:11 9:11 7:11,RAMIREZ Sara,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JI Eunchae/LEE Eunhye,PATKAR Madhurika/SAHASRABUDHE Pooja,KOR,IND,3,1,"11,9,11,11|8,11,5,5",R16,OLYMPICS,WD,860,Main Draw,JI Eunchae (KOR) / LEE Eunhye (KOR),PATKAR Madhurika (IND) / SAHASRABUDHE Pooja (IND),LEE Eunhye (KOR),SAHASRABUDHE Pooja (IND),3 - 1,11:8 9:11 11:5 11:5,JI Eunchae,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,HAPONOVA Hanna/VASYLIEVA Ievgeniia,GASNIER Laura/ZARIF Audrey,UKR,FRA,3,2,"5,7,11,11,11|11,11,8,3,7",R16,OLYMPICS,WD,860,Main Draw,HAPONOVA Hanna (UKR) / VASYLIEVA Ievgeniia (UKR),GASNIER Laura (FRA) / ZARIF Audrey (FRA),VASYLIEVA Ievgeniia (UKR),ZARIF Audrey (FRA),3 - 2,5:11 7:11 11:8 11:3 11:7,HAPONOVA Hanna,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,AVAMERI Airi/BARAVOK Katsiaryna,HELMY Yousra/MESHREF Dina,EST,EGY,3,0,,R16,OLYMPICS,WD,860,Main Draw,AVAMERI Airi (EST) / BARAVOK Katsiaryna (BLR),HELMY Yousra (EGY) / MESHREF Dina (EGY),BARAVOK Katsiaryna (BLR),MESHREF Dina (EGY),0 - 3,,AVAMERI Airi,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,GARCIA Ana/ZHANG Sofia-Xuan,BALTUSHITE Marharyta/BOGDANOVA Nadezhda,ESP,BLR,3,2,"11,12,6,2,12|8,10,11,11,10",R16,OLYMPICS,WD,860,Main Draw,GARCIA Ana (ESP) / ZHANG Sofia-Xuan (ESP),BALTUSHITE Marharyta (BLR) / BOGDANOVA Nadezhda (BLR),ZHANG Sofia-Xuan (ESP),BOGDANOVA Nadezhda (BLR),3 - 2,11:8 12:10 6:11 2:11 12:10,GARCIA Ana,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,SHIBATA Saki/SHIOMI Maki,ASCHWANDEN Rahel/MORET Rachel,JPN,SUI,3,0,"11,12,11|5,10,4",R16,OLYMPICS,WD,860,Main Draw,SHIBATA Saki (JPN) / SHIOMI Maki (JPN),ASCHWANDEN Rahel (SUI) / MORET Rachel (SUI),SHIOMI Maki (JPN),MORET Rachel (SUI),0 - 3,5:11 10:12 4:11,SHIBATA Saki,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,BATRA Manika/DAS Mouma,CECHOVA Dana/PRIVALOVA Alexandra,IND,CZE,3,1,"8,12,11,11|11,10,9,3",R16,OLYMPICS,WD,860,Main Draw,BATRA Manika (IND) / DAS Mouma (IND),CECHOVA Dana (CZE) / PRIVALOVA Alexandra (BLR),DAS Mouma (IND),PRIVALOVA Alexandra (BLR),1 - 3,11:8 10:12 9:11 3:11,BATRA Manika,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,JEON Jihee/YANG Ha Eun,RAMIREZ Sara/XIAO Maria,KOR,ESP,3,0,"13,11,11|11,8,8",QuarterFinal,OLYMPICS,WD,860,Main Draw,JEON Jihee (KOR) / YANG Ha Eun (KOR),RAMIREZ Sara (ESP) / XIAO Maria (ESP),YANG Ha Eun (KOR),XIAO Maria (ESP),3 - 0,13:11 11:8 11:8,JEON Jihee,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,HAPONOVA Hanna/VASYLIEVA Ievgeniia,JI Eunchae/LEE Eunhye,UKR,KOR,3,2,"11,6,8,11,11|8,11,11,7,5",QuarterFinal,OLYMPICS,WD,860,Main Draw,HAPONOVA Hanna (UKR) / VASYLIEVA Ievgeniia (UKR),JI Eunchae (KOR) / LEE Eunhye (KOR),VASYLIEVA Ievgeniia (UKR),LEE Eunhye (KOR),2 - 3,8:11 11:6 11:8 7:11 5:11,HAPONOVA Hanna,2017
ITTF Challenge Spanish Open Almeria 2017,2017-11-22,GARCIA Ana/ZHANG Sofia-Xuan,AVAMERI Airi/BARAVOK Katsiaryna,ESP,EST,3,0,"11,11,11|8,6,9",QuarterFinal,OLYMPICS,WD,860,Main Draw,GARCIA Ana (ESP) / ZHANG Sofia-Xuan (ESP),AVAMERI Airi (EST) / BARAVOK Katsiaryna (BLR),ZHANG Sofia-Xuan (ESP),BARAVOK Katsiaryna (BLR),0 - 3,8:11 6:11 9:11,GARCIA Ana,2017
