tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,FUJIKI Shoji,USA,JPN,4,2,"12,9,3,13,11,11|10,11,11,11,6,4",R64,WTT_CONTENDER,MS,1996,Main Draw,FUJIKI Shoji (JPN),ZHANG Kai (USA),,,2 - 4,10:12 11:9 11:3 11:13 6:11 4:11,ZHANG Kai,2018
US Open Florida Orlando 2018,2018-12-17,LIU Dan,PEREZ Gabriel,USA,PUR,3,0,"11,12,11|6,10,8",R16,WTT_CONTENDER,MD,1996,Main Draw,PEREZ Gabriel (PUR),LIU Dan (USA),ECHEVARRIA Sebastian (PUR),CHEN Bowen (USA),0 - 3,6:11 10:12 8:11,LIU Dan,2018
US Open Florida Orlando 2018,2018-12-17,HAZIN Jeremy,GOMMERS Rajko,CAN,NED,3,0,"12,13,11|10,11,4",R16,WTT_CONTENDER,MD,1996,Main Draw,GOMMERS Rajko (NED),HAZIN Jeremy (CAN),CASTRO Lidney (USA),WANG Eugene (CAN),0 - 3,10:12 11:13 4:11,HAZIN Jeremy,2018
US Open Florida Orlando 2018,2018-12-17,ATSUYA Takeshi,MA Jinbao,JPN,USA,3,0,"11,11,11|8,6,7",QuarterFinal,WTT_CONTENDER,MD,1996,Main Draw,ATSUYA Takeshi (JPN),MA Jinbao (USA),UEZU Koji (JPN),KANG Zhihao (USA),3 - 0,11:8 11:6 11:7,ATSUYA Takeshi,2018
US Open Florida Orlando 2018,2018-12-17,MURAI Kei,ENGEMANN Gerrit,JPN,GER,3,2,"11,10,9,11,11|4,12,11,8,7",QuarterFinal,WTT_CONTENDER,MD,1996,Main Draw,MURAI Kei (JPN),ENGEMANN Gerrit (GER),KITAGUCHI Daisuke (JPN),HIPPLER Tobias (GER),3 - 2,11:4 10:12 9:11 11:8 11:7,MURAI Kei,2018
US Open Florida Orlando 2018,2018-12-17,SHIMOYAMA Yuki,LIU Dan,JPN,USA,3,0,"11,11,13|6,6,11",QuarterFinal,WTT_CONTENDER,MD,1996,Main Draw,SHIMOYAMA Yuki (JPN),LIU Dan (USA),TOKUSHIMA Tsuyoshi (JPN),CHEN Bowen (USA),3 - 0,11:6 11:6 13:11,SHIMOYAMA Yuki,2018
US Open Florida Orlando 2018,2018-12-17,FUJIKI Shoji,HAZIN Jeremy,JPN,CAN,3,2,"6,7,11,11,11|11,11,7,5,2",QuarterFinal,WTT_CONTENDER,MD,1996,Main Draw,FUJIKI Shoji (JPN),HAZIN Jeremy (CAN),KANOYA Ryohei (JPN),WANG Eugene (CAN),3 - 2,6:11 7:11 11:7 11:5 11:2,FUJIKI Shoji,2018
US Open Florida Orlando 2018,2018-12-17,ATSUYA Takeshi,MURAI Kei,JPN,JPN,3,2,"11,17,4,9,11|3,15,11,11,7",SemiFinal,WTT_CONTENDER,MD,1996,Main Draw,ATSUYA Takeshi (JPN),MURAI Kei (JPN),UEZU Koji (JPN),KITAGUCHI Daisuke (JPN),3 - 2,11:3 17:15 4:11 9:11 11:7,ATSUYA Takeshi,2018
US Open Florida Orlando 2018,2018-12-17,FUJIKI Shoji,SHIMOYAMA Yuki,JPN,JPN,3,1,"11,11,5,11|6,5,11,8",SemiFinal,WTT_CONTENDER,MD,1996,Main Draw,SHIMOYAMA Yuki (JPN),FUJIKI Shoji (JPN),TOKUSHIMA Tsuyoshi (JPN),KANOYA Ryohei (JPN),1 - 3,6:11 5:11 11:5 8:11,FUJIKI Shoji,2018
US Open Florida Orlando 2018,2018-12-17,ATSUYA Takeshi,FUJIKI Shoji,JPN,JPN,3,2,"8,7,11,11,11|11,11,9,9,9",Final,WTT_CONTENDER,MD,1996,Main Draw,ATSUYA Takeshi (JPN),FUJIKI Shoji (JPN),UEZU Koji (JPN),KANOYA Ryohei (JPN),3 - 2,8:11 7:11 11:9 11:9 11:9,ATSUYA Takeshi,2018
US Open Florida Orlando 2018,2018-12-17,MATSUMOTO Yuki,LI Yue,JPN,USA,3,0,"11,11,11|6,7,5",R16,WTT_CONTENDER,WD,1996,Main Draw,MATSUMOTO Yuki (JPN),LI Yue (USA),SO Eka (JPN),GUO Jiangshan (USA),3 - 0,11:6 11:7 11:5,MATSUMOTO Yuki,2018
US Open Florida Orlando 2018,2018-12-17,WANG Shuang,ORTIZ Desiree,USA,PUR,3,0,"11,11,11|6,2,2",R16,WTT_CONTENDER,WD,1996,Main Draw,WANG Shuang (USA),ORTIZ Desiree (PUR),XU Nuo (USA),LUCENA Josmary (VEN),3 - 0,11:6 11:2 11:2,WANG Shuang,2018
US Open Florida Orlando 2018,2018-12-17,HO Tin-Tin,WANG Yimiao,ENG,USA,3,0,"11,11,11|7,7,5",R16,WTT_CONTENDER,WD,1996,Main Draw,WANG Yimiao (USA),HO Tin-Tin (ENG),WANG Jiaran (CHN),TSAPTSINOS Maria (ENG),0 - 3,7:11 7:11 5:11,HO Tin-Tin,2018
US Open Florida Orlando 2018,2018-12-17,TAMAISHI Miyuki,LI Rui Ni,JPN,USA,3,2,"8,11,11,5,11|11,7,6,11,4",R16,WTT_CONTENDER,WD,1996,Main Draw,LI Rui Ni (USA),TAMAISHI Miyuki (JPN),ZHA Wenting (USA),TAIRA Mayuka (JPN),2 - 3,11:8 7:11 6:11 11:5 4:11,TAMAISHI Miyuki,2018
US Open Florida Orlando 2018,2018-12-17,LIU Juan,KOBACHI Yurie,USA,JPN,3,0,"11,17,12|2,15,10",R16,WTT_CONTENDER,WD,1996,Main Draw,KOBACHI Yurie (JPN),LIU Juan (USA),MORI Misaki (JPN),WANG Xinyue (USA),0 - 3,2:11 15:17 10:12,LIU Juan,2018
US Open Florida Orlando 2018,2018-12-17,KATO Kyoka,CHI Ge,JPN,CHN,3,1,"11,9,11,11|4,11,9,6",R16,WTT_CONTENDER,WD,1996,Main Draw,KATO Kyoka (JPN),CHI Ge (CHN),KATO Chiaki (JPN),SHEN Jiaying (USA),3 - 1,11:4 9:11 11:9 11:6,KATO Kyoka,2018
US Open Florida Orlando 2018,2018-12-17,MATSUMOTO Yuki,WU Yue,JPN,USA,3,0,"11,11,11|9,7,6",QuarterFinal,WTT_CONTENDER,WD,1996,Main Draw,WU Yue (USA),MATSUMOTO Yuki (JPN),ZHANG Lily (USA),SO Eka (JPN),0 - 3,9:11 7:11 6:11,MATSUMOTO Yuki,2018
US Open Florida Orlando 2018,2018-12-17,HO Tin-Tin,WANG Shuang,ENG,USA,3,0,"11,11,11|7,8,8",QuarterFinal,WTT_CONTENDER,WD,1996,Main Draw,WANG Shuang (USA),HO Tin-Tin (ENG),XU Nuo (USA),TSAPTSINOS Maria (ENG),0 - 3,7:11 8:11 8:11,HO Tin-Tin,2018
US Open Florida Orlando 2018,2018-12-17,LIU Juan,TAMAISHI Miyuki,USA,JPN,3,2,"3,11,11,9,11|11,7,7,11,5",QuarterFinal,WTT_CONTENDER,WD,1996,Main Draw,TAMAISHI Miyuki (JPN),LIU Juan (USA),TAIRA Mayuka (JPN),WANG Xinyue (USA),2 - 3,11:3 7:11 7:11 11:9 5:11,LIU Juan,2018
US Open Florida Orlando 2018,2018-12-17,SUNG Rachel,KATO Kyoka,USA,JPN,3,1,"11,11,5,11|7,2,11,9",QuarterFinal,WTT_CONTENDER,WD,1996,Main Draw,KATO Kyoka (JPN),SUNG Rachel (USA),KATO Chiaki (JPN),MITTELHAM Nina (GER),1 - 3,7:11 2:11 11:5 9:11,SUNG Rachel,2018
US Open Florida Orlando 2018,2018-12-17,LIU Juan,SUNG Rachel,USA,USA,3,1,"11,9,11,11|8,11,4,4",SemiFinal,WTT_CONTENDER,WD,1996,Main Draw,LIU Juan (USA),SUNG Rachel (USA),WANG Xinyue (USA),MITTELHAM Nina (GER),3 - 1,11:8 9:11 11:4 11:4,LIU Juan,2018
US Open Florida Orlando 2018,2018-12-17,MATSUMOTO Yuki,LIU Juan,JPN,USA,3,1,"12,11,8,11|10,6,11,3",Final,WTT_CONTENDER,WD,1996,Main Draw,MATSUMOTO Yuki (JPN),LIU Juan (USA),SO Eka (JPN),WANG Xinyue (USA),3 - 1,12:10 11:6 8:11 11:3,MATSUMOTO Yuki,2018
US Open Florida Orlando 2018,2018-12-17,WANG Jinxin,ATSUYA Takeshi,USA,JPN,3,0,"11,13,11|5,11,4",R32,WTT_CONTENDER,XD,1996,Main Draw,ATSUYA Takeshi (JPN),WANG Jinxin (USA),KATO Chiaki (JPN),ZHA Wenting (USA),0 - 3,5:11 11:13 4:11,WANG Jinxin,2018
US Open Florida Orlando 2018,2018-12-17,KANOYA Ryohei,ZHANG Kai,JPN,USA,3,0,"11,12,11|5,10,3",R32,WTT_CONTENDER,XD,1996,Main Draw,ZHANG Kai (USA),KANOYA Ryohei (JPN),LIU Yi-Wei (USA),KATO Kyoka (JPN),0 - 3,5:11 10:12 3:11,KANOYA Ryohei,2018
US Open Florida Orlando 2018,2018-12-17,CHI Ge,KITAGUCHI Daisuke,CHN,JPN,3,1,"11,5,11,12|7,11,7,10",R32,WTT_CONTENDER,XD,1996,Main Draw,KITAGUCHI Daisuke (JPN),CHI Ge (CHN),MORI Misaki (JPN),TIAN Ye (USA),1 - 3,7:11 11:5 7:11 10:12,CHI Ge,2018
US Open Florida Orlando 2018,2018-12-17,UEZU Koji,WANG Yutian,JPN,USA,3,2,"11,6,14,11,11|8,11,16,8,7",R32,WTT_CONTENDER,XD,1996,Main Draw,UEZU Koji (JPN),WANG Yutian (USA),SO Eka (JPN),LIU Juan (USA),3 - 2,11:8 6:11 14:16 11:8 11:7,UEZU Koji,2018
US Open Florida Orlando 2018,2018-12-17,TOKUSHIMA Tsuyoshi,WANG Yimiao,JPN,USA,3,2,"13,10,8,11,11|11,12,11,6,7",R32,WTT_CONTENDER,XD,1996,Main Draw,TOKUSHIMA Tsuyoshi (JPN),WANG Yimiao (USA),TAIRA Mayuka (JPN),KANG Zhihao (USA),3 - 2,13:11 10:12 8:11 11:6 11:7,TOKUSHIMA Tsuyoshi,2018
US Open Florida Orlando 2018,2018-12-17,CHEN Baiyu,SHIMOYAMA Yuki,USA,JPN,3,0,"11,11,11|7,7,8",R32,WTT_CONTENDER,XD,1996,Main Draw,SHIMOYAMA Yuki (JPN),CHEN Baiyu (USA),TAMAISHI Miyuki (JPN),JIAO Qiao (USA),0 - 3,7:11 7:11 8:11,CHEN Baiyu,2018
US Open Florida Orlando 2018,2018-12-17,WU Yue,WANG Jinxin,USA,USA,3,0,"12,11,11|10,9,9",R16,WTT_CONTENDER,XD,1996,Main Draw,WU Yue (USA),WANG Jinxin (USA),JHA Kanak (USA),ZHA Wenting (USA),3 - 0,12:10 11:9 11:9,WU Yue,2018
US Open Florida Orlando 2018,2018-12-17,MURAI Kei,NIU Jiang,JPN,USA,3,0,"11,11,11|4,6,6",R16,WTT_CONTENDER,XD,1996,Main Draw,MURAI Kei (JPN),NIU Jiang (USA),KOBACHI Yurie (JPN),XU Nuo (USA),3 - 0,11:4 11:6 11:6,MURAI Kei,2018
US Open Florida Orlando 2018,2018-12-17,KANOYA Ryohei,GUO Jiangshan,JPN,USA,3,0,"11,11,11|7,8,9",R16,WTT_CONTENDER,XD,1996,Main Draw,GUO Jiangshan (USA),KANOYA Ryohei (JPN),YU Di (USA),KATO Kyoka (JPN),0 - 3,7:11 8:11 9:11,KANOYA Ryohei,2018
US Open Florida Orlando 2018,2018-12-17,CHI Ge,LEHMANN Matthew,CHN,CAN,3,1,"11,11,3,11|5,7,11,3",R16,WTT_CONTENDER,XD,1996,Main Draw,CHI Ge (CHN),LEHMANN Matthew (CAN),TIAN Ye (USA),HO Tin-Tin (ENG),3 - 1,11:5 11:7 3:11 11:3,CHI Ge,2018
US Open Florida Orlando 2018,2018-12-17,UEZU Koji,GOMMERS Rajko,JPN,NED,3,0,"11,12,11|6,10,8",R16,WTT_CONTENDER,XD,1996,Main Draw,GOMMERS Rajko (NED),UEZU Koji (JPN),ZHANG Lily (USA),SO Eka (JPN),0 - 3,6:11 10:12 8:11,UEZU Koji,2018
US Open Florida Orlando 2018,2018-12-17,TOKUSHIMA Tsuyoshi,LIU Dan,JPN,USA,3,0,"13,12,11|11,10,8",R16,WTT_CONTENDER,XD,1996,Main Draw,TOKUSHIMA Tsuyoshi (JPN),LIU Dan (USA),TAIRA Mayuka (JPN),LI Rui Ni (USA),3 - 0,13:11 12:10 11:8,TOKUSHIMA Tsuyoshi,2018
US Open Florida Orlando 2018,2018-12-17,ENGEMANN Gerrit,CHEN Baiyu,GER,USA,3,0,"11,11,11|6,3,2",R16,WTT_CONTENDER,XD,1996,Main Draw,CHEN Baiyu (USA),ENGEMANN Gerrit (GER),JIAO Qiao (USA),MITTELHAM Nina (GER),0 - 3,6:11 3:11 2:11,ENGEMANN Gerrit,2018
US Open Florida Orlando 2018,2018-12-17,MURAI Kei,WU Yue,JPN,USA,3,0,"11,11,11|6,7,7",QuarterFinal,WTT_CONTENDER,XD,1996,Main Draw,WU Yue (USA),MURAI Kei (JPN),JHA Kanak (USA),KOBACHI Yurie (JPN),0 - 3,6:11 7:11 7:11,MURAI Kei,2018
US Open Florida Orlando 2018,2018-12-17,CHI Ge,KANOYA Ryohei,CHN,JPN,3,1,"12,8,11,11|10,11,9,9",QuarterFinal,WTT_CONTENDER,XD,1996,Main Draw,KANOYA Ryohei (JPN),CHI Ge (CHN),KATO Kyoka (JPN),TIAN Ye (USA),1 - 3,10:12 11:8 9:11 9:11,CHI Ge,2018
US Open Florida Orlando 2018,2018-12-17,UEZU Koji,TOKUSHIMA Tsuyoshi,JPN,JPN,3,1,"10,11,11,11|12,8,9,7",QuarterFinal,WTT_CONTENDER,XD,1996,Main Draw,UEZU Koji (JPN),TOKUSHIMA Tsuyoshi (JPN),SO Eka (JPN),TAIRA Mayuka (JPN),3 - 1,10:12 11:8 11:9 11:7,UEZU Koji,2018
US Open Florida Orlando 2018,2018-12-17,FUJIKI Shoji,ENGEMANN Gerrit,JPN,GER,3,2,"12,8,9,11,11|10,11,11,9,9",QuarterFinal,WTT_CONTENDER,XD,1996,Main Draw,FUJIKI Shoji (JPN),ENGEMANN Gerrit (GER),MATSUMOTO Yuki (JPN),MITTELHAM Nina (GER),3 - 2,12:10 8:11 9:11 11:9 11:9,FUJIKI Shoji,2018
US Open Florida Orlando 2018,2018-12-17,CHI Ge,MURAI Kei,CHN,JPN,3,2,"5,3,11,11,12|11,11,7,9,10",SemiFinal,WTT_CONTENDER,XD,1996,Main Draw,MURAI Kei (JPN),CHI Ge (CHN),KOBACHI Yurie (JPN),TIAN Ye (USA),2 - 3,11:5 11:3 7:11 9:11 10:12,CHI Ge,2018
US Open Florida Orlando 2018,2018-12-17,FUJIKI Shoji,UEZU Koji,JPN,JPN,3,2,"12,12,8,8,11|10,10,11,11,5",SemiFinal,WTT_CONTENDER,XD,1996,Main Draw,UEZU Koji (JPN),FUJIKI Shoji (JPN),SO Eka (JPN),MATSUMOTO Yuki (JPN),2 - 3,10:12 10:12 11:8 11:8 5:11,FUJIKI Shoji,2018
US Open Florida Orlando 2018,2018-12-17,FUJIKI Shoji,CHI Ge,JPN,CHN,3,0,"11,11,11|4,4,9",Final,WTT_CONTENDER,XD,1996,Main Draw,CHI Ge (CHN),FUJIKI Shoji (JPN),TIAN Ye (USA),MATSUMOTO Yuki (JPN),0 - 3,4:11 4:11 9:11,FUJIKI Shoji,2018
US Open Florida Orlando 2018,2018-12-17,ALI Mohammed,NAVEDO Jose,IND,PUR,3,1,"9,11,11,11|11,7,7,7",R64,WTT_CONTENDER,U21MS,1996,Main Draw,NAVEDO Jose (PUR),ALI Mohammed  (IND),,,1 - 3,11:9 7:11 7:11 7:11,ALI Mohammed,2018
US Open Florida Orlando 2018,2018-12-17,CHAN Avery,LI Yu-Je,USA,CAN,3,0,"11,11,11|7,8,5",R64,WTT_CONTENDER,U21MS,1996,Main Draw,CHAN Avery (USA),LI Yu-Je (CAN),,,3 - 0,11:7 11:8 11:5,CHAN Avery,2018
US Open Florida Orlando 2018,2018-12-17,HIPPLER Tobias,ALI Mohammed,GER,IND,3,1,"9,11,11,11|11,5,5,5",R32,WTT_CONTENDER,U21MS,1996,Main Draw,HIPPLER Tobias (GER),ALI Mohammed  (IND),,,3 - 1,9:11 11:5 11:5 11:5,HIPPLER Tobias,2018
US Open Florida Orlando 2018,2018-12-17,BU Alexander,GODHWANI Aditya,CAN,USA,3,2,"8,9,11,11,12|11,11,5,6,10",R32,WTT_CONTENDER,U21MS,1996,Main Draw,GODHWANI Aditya (USA),BU Alexander (CAN),,,2 - 3,11:8 11:9 5:11 6:11 10:12,BU Alexander,2018
US Open Florida Orlando 2018,2018-12-17,MAHAJAN Mudit,BRYAND Joris,USA,FRA,3,1,"11,13,11,11|9,15,7,8",R32,WTT_CONTENDER,U21MS,1996,Main Draw,MAHAJAN Mudit (USA),BRYAND Joris (FRA),,,3 - 1,11:9 13:15 11:7 11:8,MAHAJAN Mudit,2018
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,HAZIN Jeremy,USA,CAN,3,0,"11,13,11|7,11,8",R32,WTT_CONTENDER,U21MS,1996,Main Draw,HAZIN Jeremy (CAN),ZHANG Kai (USA),,,0 - 3,7:11 11:13 8:11,ZHANG Kai,2018
US Open Florida Orlando 2018,2018-12-17,XU Tommy,ECHEVARRIA Sebastian,CAN,PUR,3,1,"7,11,11,11|11,6,5,4",R32,WTT_CONTENDER,U21MS,1996,Main Draw,ECHEVARRIA Sebastian (PUR),XU Tommy (CAN),,,1 - 3,11:7 6:11 5:11 4:11,XU Tommy,2018
US Open Florida Orlando 2018,2018-12-17,CHEN Bowen,ZAREHBIN Aziz,USA,USA,3,0,"11,11,11|9,7,7",R32,WTT_CONTENDER,U21MS,1996,Main Draw,CHEN Bowen (USA),ZAREHBIN Aziz (USA),,,3 - 0,11:9 11:7 11:7,CHEN Bowen,2018
US Open Florida Orlando 2018,2018-12-17,MA Jinbao,MATIAS Francisco,USA,PUR,3,0,"11,11,11|5,3,2",R32,WTT_CONTENDER,U21MS,1996,Main Draw,MATIAS Francisco (PUR),MA Jinbao (USA),,,0 - 3,5:11 3:11 2:11,MA Jinbao,2018
US Open Florida Orlando 2018,2018-12-17,LEHMANN Matthew,TORRES TORRES Axel,CAN,PUR,3,0,"11,11,11|9,3,6",R32,WTT_CONTENDER,U21MS,1996,Main Draw,LEHMANN Matthew (CAN),TORRES TORRES Axel (PUR),,,3 - 0,11:9 11:3 11:6,LEHMANN Matthew,2018
US Open Florida Orlando 2018,2018-12-17,TRAN Michael Minh,LI Ted,USA,USA,3,2,"9,11,10,11,11|11,8,12,9,9",R32,WTT_CONTENDER,U21MS,1996,Main Draw,LI Ted (USA),TRAN Michael Minh (USA),,,2 - 3,11:9 8:11 12:10 9:11 9:11,TRAN Michael Minh,2018
US Open Florida Orlando 2018,2018-12-17,YEUNG Terence,ZAREHBIN Kai,CAN,USA,3,0,"11,11,11|9,6,9",R32,WTT_CONTENDER,U21MS,1996,Main Draw,YEUNG Terence (CAN),ZAREHBIN Kai (USA),,,3 - 0,11:9 11:6 11:9,YEUNG Terence,2018
US Open Florida Orlando 2018,2018-12-17,TIO Nicholas,ZHOU Jayden,USA,USA,3,0,"11,15,11|8,13,8",R32,WTT_CONTENDER,U21MS,1996,Main Draw,ZHOU Jayden (USA),TIO Nicholas (USA),,,0 - 3,8:11 13:15 8:11,TIO Nicholas,2018
US Open Florida Orlando 2018,2018-12-17,TIAN Ye,MA Victor,USA,NZL,3,1,"11,15,11,11|5,17,2,8",R32,WTT_CONTENDER,U21MS,1996,Main Draw,TIAN Ye (USA),MA Victor (NZL),,,3 - 1,11:5 15:17 11:2 11:8,TIAN Ye,2018
US Open Florida Orlando 2018,2018-12-17,NARANJO Angel,LY Edward,PUR,CAN,3,1,"11,11,9,11|9,8,11,8",R32,WTT_CONTENDER,U21MS,1996,Main Draw,NARANJO Angel (PUR),LY Edward (CAN),,,3 - 1,11:9 11:8 9:11 11:8,NARANJO Angel,2018
US Open Florida Orlando 2018,2018-12-17,TORRES Jabdiel,SICARD Luc,PUR,CAN,3,1,"11,9,12,11|7,11,10,8",R32,WTT_CONTENDER,U21MS,1996,Main Draw,TORRES Jabdiel (PUR),SICARD Luc (CAN),,,3 - 1,11:7 9:11 12:10 11:8,TORRES Jabdiel,2018
US Open Florida Orlando 2018,2018-12-17,ENGEMANN Gerrit,CHAN Avery,GER,USA,3,0,"11,11,11|2,6,5",R32,WTT_CONTENDER,U21MS,1996,Main Draw,CHAN Avery (USA),ENGEMANN Gerrit (GER),,,0 - 3,2:11 6:11 5:11,ENGEMANN Gerrit,2018
US Open Florida Orlando 2018,2018-12-17,HIPPLER Tobias,BU Alexander,GER,CAN,3,0,"11,11,11|5,6,4",R16,WTT_CONTENDER,U21MS,1996,Main Draw,HIPPLER Tobias (GER),BU Alexander (CAN),,,3 - 0,11:5 11:6 11:4,HIPPLER Tobias,2018
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,MAHAJAN Mudit,USA,USA,3,1,"11,6,11,11|8,11,2,8",R16,WTT_CONTENDER,U21MS,1996,Main Draw,MAHAJAN Mudit (USA),ZHANG Kai (USA),,,1 - 3,8:11 11:6 2:11 8:11,ZHANG Kai,2018
US Open Florida Orlando 2018,2018-12-17,XU Kaden,XU Tommy,USA,CAN,3,0,"11,11,11|1,1,5",R16,WTT_CONTENDER,U21MS,1996,Main Draw,XU Tommy (CAN),XU Kaden (USA),,,0 - 3,1:11 1:11 5:11,XU Kaden,2018
US Open Florida Orlando 2018,2018-12-17,MA Jinbao,CHEN Bowen,USA,USA,3,0,"11,11,12|7,8,10",R16,WTT_CONTENDER,U21MS,1996,Main Draw,CHEN Bowen (USA),MA Jinbao (USA),,,0 - 3,7:11 8:11 10:12,MA Jinbao,2018
US Open Florida Orlando 2018,2018-12-17,TRAN Michael Minh,LEHMANN Matthew,USA,CAN,3,2,"11,6,8,11,11|5,11,11,8,5",R16,WTT_CONTENDER,U21MS,1996,Main Draw,LEHMANN Matthew (CAN),TRAN Michael Minh (USA),,,2 - 3,5:11 11:6 11:8 8:11 5:11,TRAN Michael Minh,2018
US Open Florida Orlando 2018,2018-12-17,TIO Nicholas,YEUNG Terence,USA,CAN,3,0,"11,12,11|6,10,8",R16,WTT_CONTENDER,U21MS,1996,Main Draw,YEUNG Terence (CAN),TIO Nicholas (USA),,,0 - 3,6:11 10:12 8:11,TIO Nicholas,2018
US Open Florida Orlando 2018,2018-12-17,TIAN Ye,NARANJO Angel,USA,PUR,3,0,"11,11,11|6,1,6",R16,WTT_CONTENDER,U21MS,1996,Main Draw,TIAN Ye (USA),NARANJO Angel (PUR),,,3 - 0,11:6 11:1 11:6,TIAN Ye,2018
US Open Florida Orlando 2018,2018-12-17,ENGEMANN Gerrit,TORRES Jabdiel,GER,PUR,3,0,"11,11,11|2,6,8",R16,WTT_CONTENDER,U21MS,1996,Main Draw,TORRES Jabdiel (PUR),ENGEMANN Gerrit (GER),,,0 - 3,2:11 6:11 8:11,ENGEMANN Gerrit,2018
US Open Florida Orlando 2018,2018-12-17,ZHANG Kai,HIPPLER Tobias,USA,GER,3,1,"5,11,11,11|11,9,8,9",QuarterFinal,WTT_CONTENDER,U21MS,1996,Main Draw,HIPPLER Tobias (GER),ZHANG Kai (USA),,,1 - 3,11:5 9:11 8:11 9:11,ZHANG Kai,2018
US Open Florida Orlando 2018,2018-12-17,XU Kaden,MA Jinbao,USA,USA,3,2,"11,11,7,7,13|8,6,11,11,11",QuarterFinal,WTT_CONTENDER,U21MS,1996,Main Draw,XU Kaden (USA),MA Jinbao (USA),,,3 - 2,11:8 11:6 7:11 7:11 13:11,XU Kaden,2018
US Open Florida Orlando 2018,2018-12-17,TRAN Michael Minh,TIO Nicholas,USA,USA,3,1,"15,8,14,12|13,11,12,10",QuarterFinal,WTT_CONTENDER,U21MS,1996,Main Draw,TRAN Michael Minh (USA),TIO Nicholas (USA),,,3 - 1,15:13 8:11 14:12 12:10,TRAN Michael Minh,2018
US Open Florida Orlando 2018,2018-12-17,TIAN Ye,ENGEMANN Gerrit,USA,GER,3,2,"11,12,8,11,13|13,10,11,7,11",QuarterFinal,WTT_CONTENDER,U21MS,1996,Main Draw,TIAN Ye (USA),ENGEMANN Gerrit (GER),,,3 - 2,11:13 12:10 8:11 11:7 13:11,TIAN Ye,2018
US Open Florida Orlando 2018,2018-12-17,XU Kaden,ZHANG Kai,USA,USA,3,2,"13,9,15,6,11|11,11,13,11,7",SemiFinal,WTT_CONTENDER,U21MS,1996,Main Draw,ZHANG Kai (USA),XU Kaden (USA),,,2 - 3,11:13 11:9 13:15 11:6 7:11,XU Kaden,2018
US Open Florida Orlando 2018,2018-12-17,TRAN Michael Minh,TIAN Ye,USA,USA,3,2,"11,11,13,9,11|4,7,15,11,8",SemiFinal,WTT_CONTENDER,U21MS,1996,Main Draw,TRAN Michael Minh (USA),TIAN Ye (USA),,,3 - 2,11:4 11:7 13:15 9:11 11:8,TRAN Michael Minh,2018
US Open Florida Orlando 2018,2018-12-17,TRAN Michael Minh,XU Kaden,USA,USA,3,2,"7,7,11,11,12|11,11,6,8,10",Final,WTT_CONTENDER,U21MS,1996,Main Draw,XU Kaden (USA),TRAN Michael Minh (USA),,,2 - 3,11:7 11:7 6:11 8:11 10:12,TRAN Michael Minh,2018
US Open Florida Orlando 2018,2018-12-17,TAI Ivy,KE Tiffany,USA,USA,3,2,"11,3,11,16,11|6,11,5,18,8",R32,WTT_CONTENDER,U21WS,1996,Main Draw,KE Tiffany (USA),TAI Ivy (USA),,,2 - 3,6:11 11:3 5:11 18:16 8:11,TAI Ivy,2018
US Open Florida Orlando 2018,2018-12-17,WANG Jiaran,TUNG Faith,CHN,USA,3,0,"11,11,11|5,4,4",R32,WTT_CONTENDER,U21WS,1996,Main Draw,WANG Jiaran (CHN),TUNG Faith (USA),,,3 - 0,11:5 11:4 11:4,WANG Jiaran,2018
US Open Florida Orlando 2018,2018-12-17,LIN Jiaqi,SUNG Rachel,USA,USA,3,2,"11,4,9,12,11|8,11,11,10,9",R32,WTT_CONTENDER,U21WS,1996,Main Draw,LIN Jiaqi (USA),SUNG Rachel (USA),,,3 - 2,11:8 4:11 9:11 12:10 11:9,LIN Jiaqi,2018
US Open Florida Orlando 2018,2018-12-17,MARUTHAPANDIAN Lavanya,HU Faith,USA,USA,3,1,"11,6,11,11|7,11,2,5",R32,WTT_CONTENDER,U21WS,1996,Main Draw,MARUTHAPANDIAN Lavanya (USA),HU Faith (USA),,,3 - 1,11:7 6:11 11:2 11:5,MARUTHAPANDIAN Lavanya,2018
US Open Florida Orlando 2018,2018-12-17,WANG Yimiao,JIAO Qiao,USA,USA,3,1,"11,8,11,13|7,11,9,11",R32,WTT_CONTENDER,U21WS,1996,Main Draw,JIAO Qiao (USA),WANG Yimiao (USA),,,1 - 3,7:11 11:8 9:11 11:13,WANG Yimiao,2018
US Open Florida Orlando 2018,2018-12-17,GUAN Angela,ZHAO Kelly Fei,USA,CAN,3,0,"11,11,11|8,2,9",R32,WTT_CONTENDER,U21WS,1996,Main Draw,GUAN Angela (USA),ZHAO Kelly Fei (CAN),,,3 - 0,11:8 11:2 11:9,GUAN Angela,2018
US Open Florida Orlando 2018,2018-12-17,XU Nuo,GIRI Swathi,USA,USA,3,0,"11,11,14|6,8,12",R32,WTT_CONTENDER,U21WS,1996,Main Draw,XU Nuo (USA),GIRI Swathi (USA),,,3 - 0,11:6 11:8 14:12,XU Nuo,2018
